epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,10369.6,0.58493,0.34767,0.83536,0.77269,0.58944,0.6391,0.55307,1.25346,1.28535,1.14547,0.000793,0.000793,0.000793
188,10423.2,0.57964,0.34265,0.83271,0.77448,0.58896,0.63903,0.5509,1.25164,1.28851,1.14497,0.0007435,0.0007435,0.0007435
189,10476.9,0.57896,0.34416,0.83145,0.7744,0.58846,0.6392,0.55216,1.25166,1.28984,1.14499,0.000694,0.000694,0.000694
190,10529.9,0.5771,0.34162,0.83203,0.77306,0.58969,0.63356,0.5476,1.25012,1.29195,1.14486,0.0006445,0.0006445,0.0006445
191,10584.9,0.5467,0.30265,0.8205,0.7745,0.58966,0.63857,0.55147,1.25181,1.29322,1.1457,0.000595,0.000595,0.000595
192,10638.6,0.52326,0.29157,0.81522,0.7718,0.58905,0.63602,0.5495,1.25248,1.2949,1.14628,0.0005455,0.0005455,0.0005455
193,10691.6,0.51455,0.28635,0.81217,0.77144,0.58956,0.63358,0.54683,1.25208,1.29928,1.14636,0.000496,0.000496,0.000496
194,10744,0.49801,0.28113,0.80965,0.77213,0.58881,0.63217,0.54575,1.25184,1.30246,1.14613,0.0004465,0.0004465,0.0004465
195,10797.2,0.50435,0.288,0.81046,0.77459,0.58869,0.63347,0.54762,1.2517,1.30969,1.14628,0.000397,0.000397,0.000397
196,10850.8,0.50388,0.28873,0.81199,0.77566,0.58767,0.6393,0.55128,1.2508,1.31353,1.14617,0.0003475,0.0003475,0.0003475
197,10903.3,0.49443,0.27887,0.808,0.7745,0.5871,0.62696,0.54064,1.24958,1.31773,1.14615,0.000298,0.000298,0.000298
198,10956,0.49455,0.27737,0.80902,0.77453,0.58666,0.63268,0.54713,1.24909,1.32043,1.14702,0.0002485,0.0002485,0.0002485
199,11008.6,0.49352,0.28746,0.81285,0.77472,0.58652,0.63302,0.54716,1.24801,1.32272,1.14715,0.000199,0.000199,0.000199
200,11060.9,0.48607,0.27334,0.80979,0.77419,0.58666,0.63282,0.54754,1.24795,1.32293,1.14783,0.0001495,0.0001495,0.0001495
