epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,8432.4,1.03255,0.63303,0.95166,0.89206,0.87641,0.94718,0.76112,0.85387,0.46074,0.90173,0.004852,0.004852,0.004852
106,8512.45,1.01767,0.61931,0.94686,0.79607,0.94227,0.9519,0.76903,0.84955,0.45937,0.90084,0.0048025,0.0048025,0.0048025
107,8592.99,1.02372,0.6229,0.94726,0.8645,0.89558,0.9542,0.76794,0.83913,0.45571,0.89743,0.004753,0.004753,0.004753
108,8672.67,1.01384,0.61392,0.94201,0.90195,0.88173,0.9584,0.77511,0.83206,0.45172,0.89531,0.0047035,0.0047035,0.0047035
109,8753.04,1.00466,0.60724,0.94046,0.86256,0.91358,0.96414,0.78054,0.82425,0.44641,0.89268,0.004654,0.004654,0.004654
110,8833.64,0.99486,0.60634,0.93791,0.85491,0.91724,0.95855,0.77817,0.81533,0.43906,0.89009,0.0046045,0.0046045,0.0046045
111,8913.14,0.99612,0.59926,0.93678,0.8964,0.88416,0.96253,0.78625,0.80725,0.43672,0.88816,0.004555,0.004555,0.004555
112,8993.85,0.987,0.59029,0.9348,0.90697,0.8905,0.95673,0.78744,0.80003,0.43048,0.88604,0.0045055,0.0045055,0.0045055
113,9074.06,0.98194,0.59651,0.93327,0.88475,0.90334,0.96356,0.78818,0.79713,0.42902,0.88516,0.004456,0.004456,0.004456
114,9153.86,0.97205,0.5831,0.93185,0.87701,0.92391,0.96659,0.79749,0.78146,0.4202,0.88187,0.0044065,0.0044065,0.0044065
115,9234.68,0.97924,0.5853,0.93193,0.88894,0.92768,0.96824,0.7989,0.77509,0.41692,0.87939,0.004357,0.004357,0.004357
116,9315.17,0.97263,0.58259,0.92826,0.89595,0.93132,0.96826,0.79703,0.76844,0.4151,0.87693,0.0043075,0.0043075,0.0043075
117,9394.69,0.96174,0.57615,0.92722,0.8981,0.92866,0.96709,0.79913,0.76296,0.40883,0.87434,0.004258,0.004258,0.004258
118,9475.41,0.95707,0.57674,0.92679,0.92982,0.90757,0.96981,0.79762,0.75756,0.40713,0.87274,0.0042085,0.0042085,0.0042085
119,9554.62,0.95609,0.56774,0.92736,0.9212,0.91498,0.96898,0.80318,0.75046,0.40445,0.8704,0.004159,0.004159,0.004159
120,9635.11,0.94885,0.56628,0.92604,0.90102,0.94686,0.968,0.81017,0.74808,0.40236,0.86923,0.0041095,0.0041095,0.0041095
121,9715.72,0.94519,0.5644,0.92381,0.92352,0.93776,0.96748,0.81303,0.74221,0.39808,0.86714,0.00406,0.00406,0.00406
122,9795.85,0.93292,0.55482,0.91941,0.91594,0.93567,0.96749,0.8103,0.7369,0.3933,0.86565,0.0040105,0.0040105,0.0040105
123,9875.7,0.93585,0.5536,0.92528,0.92107,0.93071,0.96969,0.80849,0.72965,0.38889,0.86419,0.003961,0.003961,0.003961
124,9955.57,0.93127,0.54852,0.9172,0.90721,0.9395,0.97277,0.81448,0.72334,0.38517,0.86288,0.0039115,0.0039115,0.0039115
125,10035.2,0.92422,0.54401,0.91496,0.93056,0.91543,0.97188,0.81726,0.7191,0.38213,0.86121,0.003862,0.003862,0.003862
126,10115.3,0.91191,0.54312,0.912,0.92077,0.93704,0.97253,0.82478,0.71172,0.37822,0.86007,0.0038125,0.0038125,0.0038125
127,10195.8,0.91353,0.54055,0.91399,0.92891,0.93027,0.97278,0.83099,0.70667,0.37733,0.85888,0.003763,0.003763,0.003763
128,10275.9,0.89571,0.52813,0.90881,0.93129,0.93696,0.97329,0.8304,0.70045,0.37259,0.85703,0.0037135,0.0037135,0.0037135
129,10356,0.90162,0.5316,0.911,0.92576,0.93841,0.97257,0.83028,0.69532,0.37055,0.8558,0.003664,0.003664,0.003664
130,10435.8,0.9013,0.52874,0.90861,0.91515,0.94363,0.97417,0.82649,0.68959,0.3673,0.85458,0.0036145,0.0036145,0.0036145
131,10514.9,0.90116,0.52683,0.90981,0.93543,0.91676,0.97347,0.82363,0.68826,0.36686,0.8543,0.003565,0.003565,0.003565
132,10594.7,0.88694,0.52176,0.90595,0.93056,0.92171,0.97627,0.83236,0.6825,0.36481,0.85272,0.0035155,0.0035155,0.0035155
133,10675,0.88473,0.51763,0.90661,0.93842,0.91832,0.97636,0.83373,0.67609,0.36174,0.85094,0.003466,0.003466,0.003466
134,10754.7,0.87131,0.51618,0.9017,0.92676,0.92342,0.97622,0.83566,0.66854,0.35915,0.84917,0.0034165,0.0034165,0.0034165
135,10835.2,0.87131,0.50978,0.90541,0.93244,0.92294,0.97609,0.83174,0.66218,0.35546,0.84751,0.003367,0.003367,0.003367
136,10914.9,0.86815,0.5134,0.90337,0.93228,0.92803,0.97664,0.83516,0.65661,0.354,0.84599,0.0033175,0.0033175,0.0033175
137,10994,0.86101,0.50716,0.90046,0.9348,0.92585,0.9763,0.83523,0.65183,0.35107,0.84459,0.003268,0.003268,0.003268
138,11073.9,0.85744,0.49787,0.89858,0.93302,0.92775,0.97671,0.83976,0.64697,0.34824,0.84291,0.0032185,0.0032185,0.0032185
139,11154.7,0.84975,0.49578,0.89583,0.9385,0.92808,0.97622,0.83537,0.64225,0.34507,0.84177,0.003169,0.003169,0.003169
140,11234.8,0.84794,0.49291,0.89673,0.93841,0.92826,0.97707,0.84224,0.6357,0.34214,0.84037,0.0031195,0.0031195,0.0031195
141,11315.6,0.84614,0.49528,0.89576,0.93517,0.93345,0.97717,0.8435,0.62983,0.33855,0.83894,0.00307,0.00307,0.00307
142,11396.6,0.83746,0.4849,0.89198,0.93909,0.92961,0.97792,0.84555,0.62349,0.33532,0.83742,0.0030205,0.0030205,0.0030205
143,11477.4,0.83161,0.48989,0.89103,0.94469,0.92316,0.9781,0.84176,0.61933,0.33365,0.83633,0.002971,0.002971,0.002971
144,11557.1,0.82649,0.48161,0.88974,0.93591,0.93222,0.97845,0.84542,0.6144,0.33119,0.83495,0.0029215,0.0029215,0.0029215
145,11637.8,0.82426,0.47479,0.89159,0.93396,0.93178,0.97677,0.84834,0.60991,0.32897,0.83383,0.002872,0.002872,0.002872
146,11718.8,0.82062,0.47926,0.89077,0.93034,0.93431,0.97633,0.84801,0.60685,0.32724,0.83302,0.0028225,0.0028225,0.0028225
147,11798.7,0.81308,0.47626,0.88568,0.93125,0.93674,0.97829,0.8504,0.60217,0.32541,0.83206,0.002773,0.002773,0.002773
148,11880.6,0.80837,0.47109,0.89014,0.93673,0.93116,0.9789,0.8551,0.5977,0.32393,0.83116,0.0027235,0.0027235,0.0027235
149,11961.2,0.80356,0.46746,0.88666,0.93932,0.92974,0.97905,0.85949,0.59451,0.32257,0.83035,0.002674,0.002674,0.002674
150,12042.4,0.80275,0.46239,0.88527,0.93205,0.93984,0.97946,0.86078,0.59053,0.32062,0.82926,0.0026245,0.0026245,0.0026245
151,12122.9,0.7989,0.4663,0.88205,0.93251,0.93893,0.97957,0.86219,0.58647,0.31876,0.82802,0.002575,0.002575,0.002575
152,12204,0.7854,0.45619,0.88063,0.93887,0.93443,0.97973,0.86394,0.58109,0.31677,0.82674,0.0025255,0.0025255,0.0025255
153,12284.5,0.78957,0.45946,0.87951,0.91194,0.96182,0.97995,0.8616,0.57767,0.31511,0.82556,0.002476,0.002476,0.002476
154,12364.8,0.77651,0.44971,0.87938,0.92808,0.95338,0.9802,0.86275,0.57537,0.31347,0.825,0.0024265,0.0024265,0.0024265
155,12445,0.77914,0.45325,0.87975,0.93852,0.94979,0.98087,0.86555,0.57176,0.31195,0.82404,0.002377,0.002377,0.002377
156,12526.2,0.77679,0.44985,0.87939,0.94621,0.94476,0.98106,0.86563,0.56886,0.31041,0.82324,0.0023275,0.0023275,0.0023275
157,12607.3,0.76892,0.44567,0.87765,0.94756,0.94158,0.97915,0.8659,0.5634,0.30834,0.82231,0.002278,0.002278,0.002278
158,12688.1,0.7638,0.44195,0.87591,0.94709,0.94134,0.97908,0.86516,0.5607,0.30635,0.8219,0.0022285,0.0022285,0.0022285
159,12768.1,0.76338,0.44227,0.87663,0.94856,0.94393,0.98088,0.86767,0.55696,0.30456,0.8213,0.002179,0.002179,0.002179
160,12848.8,0.75672,0.43878,0.87303,0.95041,0.94439,0.98121,0.86845,0.55221,0.30286,0.82034,0.0021295,0.0021295,0.0021295
161,12929.1,0.7433,0.42961,0.87193,0.95082,0.9457,0.98127,0.87082,0.55008,0.30191,0.82011,0.00208,0.00208,0.00208
162,13009.3,0.75077,0.43318,0.87283,0.95057,0.94629,0.98116,0.87121,0.5473,0.30011,0.81959,0.0020305,0.0020305,0.0020305
163,13089.9,0.74503,0.42785,0.86962,0.95154,0.94753,0.98113,0.87343,0.54354,0.29918,0.81881,0.001981,0.001981,0.001981
164,13170.2,0.7346,0.42732,0.86887,0.95174,0.94796,0.98121,0.87018,0.53999,0.29728,0.81805,0.0019315,0.0019315,0.0019315
165,13249.9,0.73898,0.42613,0.86864,0.95308,0.94758,0.98127,0.87527,0.53813,0.29578,0.81752,0.001882,0.001882,0.001882
166,13330.4,0.72537,0.41926,0.86501,0.95318,0.94783,0.98135,0.87683,0.53455,0.29472,0.81676,0.0018325,0.0018325,0.0018325
167,13410.6,0.72185,0.41147,0.86326,0.95211,0.94999,0.9815,0.87673,0.53208,0.29372,0.81612,0.001783,0.001783,0.001783
168,13490.1,0.72364,0.41485,0.86461,0.94819,0.95266,0.98147,0.876,0.52963,0.29255,0.81532,0.0017335,0.0017335,0.0017335
169,13570.7,0.71978,0.41582,0.86492,0.94864,0.95318,0.98156,0.87472,0.52659,0.29177,0.8147,0.001684,0.001684,0.001684
170,13650.1,0.70639,0.40729,0.86538,0.9484,0.95349,0.98161,0.87585,0.52235,0.29006,0.81411,0.0016345,0.0016345,0.0016345
171,13729.8,0.70912,0.41117,0.86075,0.94931,0.95341,0.98178,0.87812,0.51994,0.28891,0.8136,0.001585,0.001585,0.001585
172,13810.4,0.69895,0.40486,0.86284,0.94987,0.95302,0.9818,0.87995,0.51797,0.28803,0.81304,0.0015355,0.0015355,0.0015355
173,13890.6,0.70056,0.40536,0.86268,0.95054,0.95304,0.98202,0.87961,0.51587,0.28613,0.81249,0.001486,0.001486,0.001486
174,13970.1,0.69431,0.39902,0.85914,0.94641,0.95591,0.98228,0.88322,0.51309,0.28511,0.81175,0.0014365,0.0014365,0.0014365
175,14051.1,0.69085,0.39996,0.85755,0.94481,0.95709,0.98234,0.88201,0.51113,0.28437,0.8113,0.001387,0.001387,0.001387
176,14130.5,0.69091,0.40062,0.85897,0.94595,0.95732,0.98224,0.88121,0.5092,0.28367,0.81085,0.0013375,0.0013375,0.0013375
177,14210,0.68481,0.39667,0.85864,0.94987,0.9559,0.98225,0.88283,0.50726,0.28243,0.81032,0.001288,0.001288,0.001288
178,14290.3,0.68472,0.39261,0.85602,0.95106,0.9542,0.98229,0.88437,0.50499,0.28104,0.80991,0.0012385,0.0012385,0.0012385
179,14370.2,0.68048,0.39118,0.85415,0.95012,0.95486,0.98244,0.88501,0.50356,0.28023,0.80957,0.001189,0.001189,0.001189
180,14450.3,0.67158,0.38416,0.85289,0.9498,0.95497,0.98249,0.88559,0.50147,0.27873,0.80914,0.0011395,0.0011395,0.0011395
181,14530.7,0.6633,0.38194,0.8513,0.95041,0.95493,0.98248,0.88713,0.4994,0.27794,0.8087,0.00109,0.00109,0.00109
182,14611.4,0.66724,0.38381,0.85128,0.95076,0.95515,0.98252,0.88441,0.49743,0.27721,0.80825,0.0010405,0.0010405,0.0010405
183,14691.7,0.65272,0.37789,0.85258,0.9503,0.95631,0.98253,0.88424,0.49525,0.27589,0.80789,0.000991,0.000991,0.000991
184,14771.5,0.65913,0.38154,0.85106,0.95066,0.95638,0.98256,0.88588,0.49357,0.2751,0.80746,0.0009415,0.0009415,0.0009415
185,14851,0.65247,0.37483,0.84979,0.95053,0.95676,0.98264,0.88595,0.49203,0.27435,0.80709,0.000892,0.000892,0.000892
186,14931.2,0.64831,0.3732,0.84852,0.95126,0.95661,0.98272,0.88728,0.49016,0.27388,0.8067,0.0008425,0.0008425,0.0008425
