epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,3409.76,1.12365,0.76914,0.97542,0.59379,0.51799,0.54999,0.39981,1.43985,1.17773,1.12873,0.00703,0.00703,0.00703
62,3463.47,1.12474,0.78507,0.97346,0.62128,0.47357,0.53389,0.39626,1.44121,1.21813,1.12733,0.0069805,0.0069805,0.0069805
63,3517.51,1.10694,0.74815,0.96857,0.58628,0.54092,0.56978,0.42184,1.44199,1.21321,1.13182,0.006931,0.006931,0.006931
64,3572.97,1.11822,0.73979,0.97502,0.60199,0.5129,0.55018,0.40895,1.43347,1.20403,1.13647,0.0068815,0.0068815,0.0068815
65,3626.3,1.10288,0.7465,0.97175,0.65811,0.47629,0.52969,0.39604,1.43865,1.22976,1.13178,0.006832,0.006832,0.006832
66,3680.55,1.09195,0.73876,0.96502,0.63592,0.5192,0.54818,0.41344,1.43493,1.22809,1.12679,0.0067825,0.0067825,0.0067825
67,3734.22,1.08915,0.72978,0.96476,0.65837,0.51388,0.53616,0.3992,1.43886,1.21842,1.13458,0.006733,0.006733,0.006733
68,3787.24,1.08126,0.71386,0.96599,0.64634,0.52871,0.54738,0.41226,1.43998,1.23951,1.13976,0.0066835,0.0066835,0.0066835
69,3841.53,1.07257,0.72041,0.97086,0.69862,0.5056,0.54094,0.4102,1.4362,1.21394,1.1355,0.006634,0.006634,0.006634
70,3894.94,1.07023,0.70964,0.95676,0.65845,0.47503,0.52252,0.39861,1.42526,1.22197,1.13045,0.0065845,0.0065845,0.0065845
71,3948.23,1.05165,0.69475,0.95163,0.65373,0.54858,0.545,0.40821,1.4396,1.27413,1.1373,0.006535,0.006535,0.006535
72,4002.84,1.07064,0.72798,0.95185,0.64139,0.55396,0.5475,0.41342,1.4215,1.18624,1.12816,0.0064855,0.0064855,0.0064855
73,4056.59,1.04549,0.68538,0.94752,0.67235,0.49903,0.54734,0.41518,1.41867,1.20738,1.12186,0.006436,0.006436,0.006436
74,4109.89,1.04176,0.68165,0.94959,0.61044,0.54139,0.54156,0.40046,1.42092,1.21733,1.12725,0.0063865,0.0063865,0.0063865
75,4164.54,1.04073,0.66856,0.94453,0.66715,0.55277,0.56146,0.42915,1.43204,1.19906,1.13968,0.006337,0.006337,0.006337
76,4218.99,1.02937,0.66584,0.94276,0.69712,0.50295,0.57833,0.4345,1.43046,1.21319,1.1332,0.0062875,0.0062875,0.0062875
77,4273.9,1.04014,0.67985,0.94394,0.66546,0.52972,0.5653,0.43191,1.42336,1.21548,1.1366,0.006238,0.006238,0.006238
78,4329.69,1.01866,0.65107,0.9377,0.61574,0.54268,0.54019,0.40823,1.42122,1.27614,1.13089,0.0061885,0.0061885,0.0061885
79,4384.19,1.01004,0.65143,0.94017,0.61869,0.55101,0.55813,0.4286,1.42061,1.23684,1.13694,0.006139,0.006139,0.006139
80,4437.97,1.01983,0.66541,0.94142,0.68991,0.51695,0.56274,0.43786,1.42214,1.22471,1.13232,0.0060895,0.0060895,0.0060895
81,4492.94,1.0119,0.65169,0.9349,0.70677,0.50851,0.56308,0.43186,1.40983,1.20456,1.13145,0.00604,0.00604,0.00604
82,4546.85,1.01292,0.63888,0.94262,0.65158,0.5413,0.56732,0.43663,1.41643,1.22573,1.13193,0.0059905,0.0059905,0.0059905
83,4600.58,0.99694,0.63887,0.93531,0.69542,0.54702,0.58076,0.45565,1.40902,1.21863,1.1332,0.005941,0.005941,0.005941
84,4656.22,0.98866,0.61895,0.93059,0.62933,0.58156,0.55736,0.43392,1.39614,1.19333,1.12695,0.0058915,0.0058915,0.0058915
85,4709.56,0.97593,0.61655,0.9273,0.6167,0.56202,0.56801,0.44396,1.3948,1.19288,1.12442,0.005842,0.005842,0.005842
86,4763.15,0.97486,0.62115,0.93216,0.70863,0.52057,0.58322,0.45748,1.39168,1.22016,1.12651,0.0057925,0.0057925,0.0057925
87,4818.33,0.97345,0.62489,0.9281,0.71195,0.51746,0.56145,0.43625,1.40421,1.21128,1.13645,0.005743,0.005743,0.005743
88,4871.79,0.96139,0.61515,0.92887,0.60453,0.58434,0.56941,0.43733,1.39439,1.20895,1.12777,0.0056935,0.0056935,0.0056935
89,4925.21,0.9541,0.59443,0.92313,0.69264,0.53015,0.59104,0.45924,1.39028,1.2488,1.12851,0.005644,0.005644,0.005644
90,4979.96,0.95423,0.59383,0.91856,0.67052,0.55102,0.58693,0.45807,1.39504,1.21965,1.13128,0.0055945,0.0055945,0.0055945
91,5033.23,0.9518,0.59004,0.9199,0.6804,0.56251,0.5836,0.4491,1.38555,1.20368,1.12796,0.005545,0.005545,0.005545
92,5086.97,0.94211,0.58273,0.92164,0.62879,0.57116,0.57273,0.44621,1.38532,1.21127,1.12733,0.0054955,0.0054955,0.0054955
93,5141.51,0.94124,0.58806,0.92154,0.68053,0.53649,0.58457,0.45668,1.38488,1.24239,1.12783,0.005446,0.005446,0.005446
94,5195.1,0.93819,0.58169,0.91896,0.62676,0.58487,0.58216,0.45505,1.38229,1.22097,1.12767,0.0053965,0.0053965,0.0053965
95,5248.79,0.91973,0.58907,0.9115,0.7052,0.5528,0.58317,0.45131,1.37701,1.18567,1.12943,0.005347,0.005347,0.005347
96,5303.84,0.92169,0.56663,0.91314,0.67311,0.55721,0.57839,0.4596,1.37728,1.25571,1.12957,0.0052975,0.0052975,0.0052975
97,5357.59,0.91496,0.59107,0.9122,0.69196,0.5412,0.58092,0.45816,1.38446,1.226,1.13314,0.005248,0.005248,0.005248
98,5411.55,0.91358,0.56245,0.91439,0.69674,0.54756,0.5801,0.47495,1.37575,1.23011,1.13216,0.0051985,0.0051985,0.0051985
99,5466.7,0.91325,0.55944,0.91029,0.66387,0.5836,0.58661,0.47225,1.37683,1.21405,1.13355,0.005149,0.005149,0.005149
100,5519.95,0.9047,0.55448,0.9065,0.64328,0.59112,0.5779,0.46511,1.36619,1.20218,1.12487,0.0050995,0.0050995,0.0050995
101,5573.75,0.89174,0.54417,0.90803,0.67595,0.57703,0.58389,0.47077,1.36603,1.21499,1.12534,0.00505,0.00505,0.00505
